cdm_name,denominator_cohort_name,outcome_cohort_name,incidence_start_date,incidence_end_date,analysis_interval,analysis_censor_cohort_name,analysis_complete_database_intervals,analysis_outcome_washout,analysis_repeated_events,denominator_age_group,denominator_days_prior_observation,denominator_end_date,denominator_requirements_at_entry,denominator_sex,denominator_start_date,denominator_target_cohort_name,denominator_time_at_risk,denominator_count,outcome_count,person_days,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,result_type
mock,denominator_cohort_1,cohort_1,2021-02-01,2021-02-28,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,441785,21,12354458,33824.663,62.085,38.432,94.903,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-03-01,2021-03-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,440498,16,13518822,37012.517,43.229,24.709,70.201,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-04-01,2021-04-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,429870,21,12779274,34987.745,60.021,37.154,91.748,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-05-01,2021-05-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,417884,16,12813584,35081.681,45.608,26.069,74.064,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-06-01,2021-06-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,407458,13,11995467,32841.799,39.584,21.077,67.689,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-07-01,2021-07-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,387950,20,11160724,30556.397,65.453,39.98,101.086,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-08-01,2021-08-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,319658,16,8158284,22336.164,71.633,40.944,116.327,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-09-01,2021-09-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,207419,13,4573325,12521.081,103.825,55.282,177.544,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-10-01,2021-10-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,110655,7,2856341,7820.235,89.511,35.988,184.428,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-11-01,2021-11-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,79989,3,2326964,6370.88,47.089,9.711,137.615,tidy_incidence
mock,denominator_cohort_1,cohort_1,2021-12-01,2021-12-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,74675,8,2287194,6261.996,127.755,55.155,251.728,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-01-01,2022-01-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,73189,5,2245385,6147.529,81.333,26.409,189.805,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-02-01,2022-02-28,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,71404,8,1984521,5433.322,147.24,63.568,290.121,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-03-01,2022-03-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,70197,11,2160015,5913.799,186.006,92.853,332.815,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-04-01,2022-04-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,69017,5,2057136,5632.131,88.776,28.825,207.174,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-05-01,2022-05-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,68179,6,2105819,5765.418,104.069,38.191,226.514,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-06-01,2022-06-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,67675,1,2024727,5543.4,18.039,0.457,100.509,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-07-01,2022-07-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,67306,2,2081456,5698.716,35.096,4.25,126.777,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-08-01,2022-08-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,66982,5,2070581,5668.942,88.2,28.638,205.829,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-09-01,2022-09-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,66594,3,1992707,5455.734,54.988,11.34,160.698,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-10-01,2022-10-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,66302,4,2052066,5618.251,71.197,19.399,182.291,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-11-01,2022-11-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,66078,7,1979731,5420.208,129.146,51.924,266.091,tidy_incidence
mock,denominator_cohort_1,cohort_1,2022-12-01,2022-12-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,65895,6,2040100,5585.489,107.421,39.422,233.811,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-01-01,2023-01-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,65751,10,2035121,5571.858,179.473,86.064,330.058,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-02-01,2023-02-28,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,65541,8,1832912,5018.24,159.418,68.826,314.118,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-03-01,2023-03-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,65376,6,2023135,5539.042,108.322,39.752,235.771,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-04-01,2023-04-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,65013,3,1947760,5332.676,56.257,11.602,164.407,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-05-01,2023-05-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64840,2,2008437,5498.801,36.372,4.405,131.387,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-06-01,2023-06-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64721,4,1940377,5312.463,75.295,20.515,192.784,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-07-01,2023-07-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64634,8,2002353,5482.144,145.928,63.001,287.537,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-08-01,2023-08-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64543,7,1999553,5474.478,127.866,51.409,263.453,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-09-01,2023-09-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64446,3,1932205,5290.089,56.71,11.695,165.73,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-10-01,2023-10-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64339,8,1992906,5456.279,146.62,63.3,288.9,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-11-01,2023-11-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64225,2,1925589,5271.975,37.936,4.594,137.039,tidy_incidence
mock,denominator_cohort_1,cohort_1,2023-12-01,2023-12-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64127,4,1986637,5439.116,73.541,20.038,188.295,tidy_incidence
mock,denominator_cohort_1,cohort_1,2024-01-01,2024-01-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,64038,2,1984151,5432.309,36.817,4.459,132.995,tidy_incidence
mock,denominator_cohort_1,cohort_1,2024-02-01,2024-02-29,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,63964,4,1854214,5076.561,78.793,21.469,201.743,tidy_incidence
mock,denominator_cohort_1,cohort_1,2024-03-01,2024-03-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_0,0 to Inf,63883,5,1977524,5414.166,92.35,29.986,215.515,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-03-01,2021-03-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,6282,0,93727,256.611,0,0,1437.538,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-04-01,2021-04-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,15305,0,146762,401.812,0,0,918.061,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-05-01,2021-05-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,19332,0,280830,768.871,0,0,479.779,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-06-01,2021-06-30,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,25280,0,301583,825.689,0,0,446.764,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-07-01,2021-07-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,80541,0,1112989,3047.198,0,0,121.058,tidy_incidence
mock,denominator_cohort_4,cohort_1,2021-08-01,2021-08-31,months,None,TRUE,inf,FALSE,20 to 49,0,2024-03-31,FALSE,Both,2021-02-01,cohort_1,0 to Inf,173469,3,2713404,7428.895,40.383,8.328,118.016,tidy_incidence
